building_code,open_schools,num_open_schools,top_school_enrolled,total_enrolled,primary_address,city,longitude,latitude,campus_name,room,sbhc_sponsor,schools_served,num_school_served,services_provided
Q097,P.S. 097 Forest Park,1,P.S. 097 Forest Park,589,85-52 85 STREET,QUEENS,-73.860031,40.694232,NA,NA,NA,NA,NA,NA
QACS,Merrick Academy - Queens Public Charter School,1,Merrick Academy - Queens Public Charter School,589,136-25 218 STREET,QUEENS,-73.753009,40.676318,NA,NA,NA,NA,NA,NA
M006,P.S. 006 Lillie D. Blake,1,P.S. 006 Lillie D. Blake,588,45 EAST 81 STREET,MANHATTAN,-73.960427,40.777737,NA,NA,NA,NA,NA,NA
X970,"Mott Hall Bronx High School|Urban Assembly School for Applied Math and Science, The|Validus Preparatory Academy",3,"Urban Assembly School for Applied Math and Science, The",1179,1595 BATHGATE AVENUE,BRONX,-73.901774,40.839508,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q026,P.S. 026 Rufus King,1,P.S. 026 Rufus King,587,195-02 69 AVENUE,QUEENS,-73.777607,40.735935,NA,NA,NA,NA,NA,NA
X009,P.S. 9 Ryer Avenue Elementary School,1,P.S. 9 Ryer Avenue Elementary School,586,230 EAST 183 STREET,BRONX,-73.898821,40.85644,NA,NA,NA,NA,NA,NA
Q082,P.S. 082 Hammond,1,P.S. 082 Hammond,586,88-02 144 STREET,QUEENS,-73.8122,40.703897,NA,NA,NA,NA,NA,NA
Q314,M.S. 358|The Queens School for Leadership and Excellence,2,The Queens School for Leadership and Excellence,925,88-08 164 Street,Queens,-73.797981,40.708698,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M218,City College Academy of the Arts|Middle School 322,2,City College Academy of the Arts,834,4600 BROADWAY,MANHATTAN,-73.930082,40.860951,Salome Urena Campus,132,Children's Aid Society,City College Academy Of The Arts|Middle School 322,2,School-based Health Center w/ Mental Health
Q101,P.S. 101 School in the Gardens,1,P.S. 101 School in the Gardens,585,2 RUSSELL PLACE,QUEENS,-73.8434,40.715543,NA,NA,NA,NA,NA,NA
K131,P.S. 131 Brooklyn,1,P.S. 131 Brooklyn,584,4305 FT HAMILTON PARKWAY,BROOKLYN,-73.993247,40.640728,NA,NA,NA,NA,NA,NA
K006,Norma Adams Clemons Academy,1,Norma Adams Clemons Academy,584,43 SNYDER AVENUE,BROOKLYN,-73.956279,40.648973,NA,NA,NA,NA,NA,NA
M040,M.S. 255 Salk School of Science|P.S. 040 Augustus Saint-Gaudens,2,P.S. 040 Augustus Saint-Gaudens,945,320 EAST 20TH STREET,MANHATTAN,-73.981536,40.735328,NA,NA,NA,NA,NA,NA
K132,P.S. 132 The Conselyea School,1,P.S. 132 The Conselyea School,580,320 MANHATTAN AVENUE,BROOKLYN,-73.945663,40.714772,NA,NA,NA,NA,NA,NA
Q168,"I.S. 250 The Robert F. Kennedy Community Middle School|P.S. Q255|Queens School of Inquiry, The",3,"Queens School of Inquiry, The",1400,158-40 76 ROAD,QUEENS,-73.8102,40.7245,NA,NA,NA,NA,NA,"School Mental Health Specialist Program, School Response Team"
Q220,P.S. 220 Edward Mandel,1,P.S. 220 Edward Mandel,580,62-10 108 STREET,QUEENS,-73.852621,40.736314,NA,NA,NA,NA,NA,NA
X193,"Children's Aid College Preparatory Charter School|I.S. X318 Math, Science & Technology Through Arts|P.S. 211",3,Children's Aid College Preparatory Charter School,1089,1919 PROSPECT AVENUE,BRONX,-73.890145,40.843705,NA,NA,NA,NA,NA,Community School MH
Q744,Civic Leadership Academy|Pan American International High School|VOYAGES Preparatory,3,Civic Leadership Academy,1287,45-10 94th Street,Queens,-73.871505,40.743228,Elmhurst Campus,134,Urban Health Plan,[D79] Pathways To Graduation|Civic Leadership Academy|P752@P744 Elmhurst Educational Campus|Pan American International High School|Voyages Preparatory,5,"Community School MH, School-based Health Center w/ Mental Health"
M126,P.S. 126 Jacob August Riis,1,P.S. 126 Jacob August Riis,578,80 CATHERINE STREET,MANHATTAN,-73.99742,40.710651,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q035,P.S. 035 Nathaniel Woodhull,1,P.S. 035 Nathaniel Woodhull,578,90-01 191 Street,Queens,-73.768894,40.713438,NA,NA,NA,NA,NA,NA
K008,The Emily Warren Roebling School,1,The Emily Warren Roebling School,577,37 HICKS STREET,BROOKLYN,-73.992841,40.700709,NA,NA,NA,NA,NA,NA
Q075,Robert E. Peary School,1,Robert E. Peary School,577,16-66 HANCOCK STREET,QUEENS,-73.904888,40.698699,NA,NA,NA,NA,NA,NA
M876,Gregorio Luperon High School for Science and Mathematics,1,Gregorio Luperon High School for Science and Mathematics,576,501 WEST 165TH STREET,MANHATTAN,-73.9383,40.8381,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K185,P.S. 185 Walter Kassenbrock,1,P.S. 185 Walter Kassenbrock,576,8601 RIDGE BOULEVARD,BROOKLYN,-74.033429,40.623598,NA,NA,NA,NA,NA,NA
Q154,P.S. 154 Queens,1,P.S. 154 Queens,574,75-02 162 Street,Queens,-73.80775,40.726473,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q133,P.S. 133 Queens,1,P.S. 133 Queens,573,248-05 86 AVENUE,QUEENS,-73.717819,40.732458,NA,NA,NA,NA,NA,NA
XAUV,Bronx Academy of Promise Charter School,1,Bronx Academy of Promise Charter School,573,1349 INWOOD AVENUE,BRONX,-73.919597,40.839503,NA,NA,NA,NA,NA,NA
X470,Mott Haven Village Preparatory High School|University Heights Secondary School,2,University Heights Secondary School,745,701 ST. ANNS AVENUE,BRONX,-73.911,40.8184,South Bronx Educational Campus,306,Montefiore Medical Center,[D79] Lyfe|Mott Haven Village Preparatory High School|University Heights Secondary School,3,School-based Health Center w/ Mental Health
K236,P.S. 236 Mill Basin,1,P.S. 236 Mill Basin,570,6302 AVENUE U,BROOKLYN,-73.912005,40.615494,NA,NA,NA,NA,NA,NA
X125,Pugsley Preparatory Academy,1,Pugsley Preparatory Academy,569,1111 Pugsley Avenue,Bronx,-73.857882,40.829153,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q707,Robert F. Kennedy Community High School,1,Robert F. Kennedy Community High School,569,75-40 PARSONS BOULEVARD,QUEENS,-73.811408,40.72528,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q002,P.S. 002 Alfred Zimberg,1,P.S. 002 Alfred Zimberg,569,75-10 21 Avenue,Queens,-73.894108,40.769798,NA,NA,NA,NA,NA,NA
Q739,"Young Women's Leadership School, Astoria",1,"Young Women's Leadership School, Astoria",569,23-15 Newtown Avenue,Queens,-73.92383,40.770769,NA,NA,NA,NA,NA,School Mental Health Specialist Program
R044,P.S. 044 Thomas C. Brown,1,P.S. 044 Thomas C. Brown,569,80 MAPLE PARKWAY,STATEN ISLAND,-74.157303,40.631689,NA,NA,NA,NA,NA,School-based Mental Health Clinic
MCFC,Zeta Charter Schools - Inwood,1,Zeta Charter Schools - Inwood,568,400 West 219 Street,Manhattan,-73.91215,40.87097,NA,NA,NA,NA,NA,NA
K066,P.S. 66,1,P.S. 66,567,845 EAST 96 STREET,BROOKLYN,-73.907064,40.648749,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q191,P.S. 191 Mayflower|P.S. Q993,2,P.S. Q993,899,85-15 258 STREET,QUEENS,-73.708617,40.734266,NA,NA,NA,NA,NA,NA
M097,Bard High School Early College,1,Bard High School Early College,565,525 EAST HOUSTON STREET,MANHATTAN,-73.976093,40.718276,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q085,P.S. 085 Judge Charles Vallone,1,P.S. 085 Judge Charles Vallone,565,23-70 31 STREET,QUEENS,-73.915039,40.773126,NA,NA,NA,NA,NA,NA
M033,P.S. 033 Chelsea Prep,1,P.S. 033 Chelsea Prep,564,281 9 AVENUE,MANHATTAN,-74.000238,40.749014,NA,NA,NA,NA,NA,NA
X937,Bronx Charter School for Better Learning,1,Bronx Charter School for Better Learning,564,3740 BAYCHESTER AVENUE,BRONX,-73.839288,40.884371,NA,NA,NA,NA,NA,NA
X338,P.S. 204 Morris Heights,1,P.S. 204 Morris Heights,563,1780 Dr. Martin Luther King Jr. Blvd,Bronx,-73.915217,40.849416,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K181,P.S. 181 Brooklyn,1,P.S. 181 Brooklyn,563,1023 NEW YORK AVENUE,BROOKLYN,-73.945883,40.648217,NA,NA,NA,NA,NA,H+H School
Q290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,1,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,563,55-20 METROPOLITAN AVENUE,QUEENS,-73.908307,40.71303,NA,NA,NA,NA,NA,NA
X032,P.S. 032 Belmont,1,P.S. 032 Belmont,562,690 EAST 183 STREET,BRONX,-73.88622,40.851724,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K580,"Bridges: A School for Exploration and Equity|City Polytechnic High School of Engineering, Architecture, and Technology|George Westinghouse Career and Technical Education High School",3,George Westinghouse Career and Technical Education High School,1249,105 TECH PLACE,BROOKLYN,-73.986105,40.695444,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q139,P.S. 139 Rego Park,1,P.S. 139 Rego Park,562,93-06 63 DRIVE,QUEENS,-73.862561,40.728012,NA,NA,NA,NA,NA,NA
X184,Academy of Public Relations|Jill Chaifetz Transfer High School|P.S. X017|South Bronx Academy for Applied Media,4,P.S. X017,1112,778 Forest Avenue,Bronx,-73.905389,40.818703,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
M117,Esperanza Preparatory Academy|Tag Young Scholars,2,Tag Young Scholars,1057,240 EAST 109 STREET,MANHATTAN,-73.942285,40.792556,Tito Puente Educational Campus (TPEC),107,Mount Sinai Pediatrics,Esperanza Preparatory Academy|Tag Young Scholars,2,School-based Health Center w/ Mental Health
X415,Astor Collegiate Academy|Bronxdale High School|Collegiate Institute for Math and Science|High School of Language and Innovation|Pelham Preparatory Academy,5,Collegiate Institute for Math and Science,2190,925 ASTOR AVENUE,BRONX,-73.860729,40.860443,Christopher Columbus Campus,228A,Montefiore Medical Center,[D79] C Columbus HS Yabc|Astor Collegiate Academy|Bronxdale High School|Collegiate Institute For Math And Science|High School Of Language And Innovation|Pelham Preparatory Academy,6,School-based Health Center w/ Mental Health
K285,I.S. 285 Meyer Levin,1,I.S. 285 Meyer Levin,556,5909 BEVERLY ROAD,BROOKLYN,-73.920784,40.647818,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q159,P.S. 159,1,P.S. 159,556,205-01 33 AVENUE,QUEENS,-73.783973,40.770108,NA,NA,NA,NA,NA,NA
M812,"High School for Mathematics, Science and Engineering at City College",1,"High School for Mathematics, Science and Engineering at City College",555,240 CONVENT AVE,MANHATTAN,-73.950354,40.820208,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X121,P.S. 121 Throop,1,P.S. 121 Throop,554,2750 THROOP AVENUE,BRONX,-73.85051,40.866474,NA,NA,NA,NA,NA,NA
X256,Harriet Tubman Charter School,1,Harriet Tubman Charter School,554,3565 THIRD AVENUE,BRONX,-73.905771,40.832328,NA,NA,NA,NA,NA,NA
Q193,P.S. 193 Alfred J. Kennedy,1,P.S. 193 Alfred J. Kennedy,553,152-20 11 AVENUE,QUEENS,-73.808987,40.792053,NA,NA,NA,NA,NA,NA
K316,Elijah Stroud Middle School|P.S. 316 Elijah Stroud,2,P.S. 316 Elijah Stroud,677,750 CLASSON AVENUE,BROOKLYN,-73.961418,40.674685,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K152,P.S. K315|School of Science & Technology,2,P.S. K315,1046,2310 GLENWOOD ROAD,BROOKLYN,-73.954269,40.632619,NA,NA,NA,NA,NA,NA
Q420,Excelsior Preparatory High School|George Washington Carver High School for the Sciences|Preparatory Academy for Writers: A College Board School|Queens Preparatory Academy,4,Preparatory Academy for Writers: A College Board School,1621,143-10 SPRINGFIELD BOULEVARD,QUEENS,-73.757744,40.66903,[Closed] Springfield Gardens Campus,NA,H+H Gotham,NA,NA,"Prevention Intervention Program MH, School-based Health Center w/ Mental Health"
R825,South Richmond High School I.S./P.S. 25,1,South Richmond High School I.S./P.S. 25,549,6581 HYLAN BOULEVARD,STATEN ISLAND,-74.218688,40.512019,NA,NA,NA,NA,NA,NA
Q680,"Young Women's Leadership School, Queens",1,"Young Women's Leadership School, Queens",548,150-91 87 ROAD,QUEENS,-73.804166,40.708409,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K044,P.S. 044 Marcus Garvey|Unity Preparatory Charter School of Brooklyn,2,Unity Preparatory Charter School of Brooklyn,668,432 MONROE STREET,BROOKLYN,-73.940859,40.686213,NA,NA,NA,NA,NA,H+H School
X049,P.S. 049 Willis Avenue,1,P.S. 049 Willis Avenue,547,383 EAST 139 STREET,BRONX,-73.92273,40.810413,NA,NA,NA,NA,NA,NA
X097,P.S. 097 Bronx,1,P.S. 097 Bronx,546,1375 Mace Avenue,Bronx,-73.846768,40.863524,NA,NA,NA,NA,NA,NA
K019,Brooklyn Arbor Elementary School,1,Brooklyn Arbor Elementary School,546,325 SOUTH 3 STREET,BROOKLYN,-73.954678,40.710107,NA,NA,NA,NA,NA,NA
Q071,P.S. 071 Forest,1,P.S. 071 Forest,546,62-85 FOREST AVENUE,QUEENS,-73.904798,40.711388,NA,NA,NA,NA,NA,NA
K884,Success Academy Charter School - Flatbush,1,Success Academy Charter School - Flatbush,546,15 Snyder Avenue,Brooklyn,-73.957501,40.64879,NA,NA,NA,NA,NA,NA
X183,Success Academy Charter School - Bronx 1|The Urban Assembly Bronx Academy of Letters,2,The Urban Assembly Bronx Academy of Letters,878,339 MORRIS AVENUE,BRONX,-73.925995,40.813681,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X119,The Dr. Emmett W. Bassett School,1,The Dr. Emmett W. Bassett School,545,1075 PUGSLEY AVENUE,BRONX,-73.857392,40.828474,NA,NA,NA,NA,NA,NA
K987,Brooklyn High School for Law and Technology,1,Brooklyn High School for Law and Technology,545,1396 BROADWAY,BROOKLYN,-73.920603,40.688399,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q199,P.S. 199 Maurice A. Fitzgerald,1,P.S. 199 Maurice A. Fitzgerald,543,39-20 48 Avenue,Queens,-73.926081,40.739831,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q161,P.S. 161 Arthur Ashe School,1,P.S. 161 Arthur Ashe School,543,101-33 124 STREET,QUEENS,-73.82108,40.690439,NA,NA,NA,NA,NA,NA
M838,Global Community Charter School,1,Global Community Charter School,543,2350 5TH AVENUE,MANHATTAN,-73.934951,40.81698,NA,NA,NA,NA,NA,NA
K450,"East Williamsburg Scholars Academy|PROGRESS High School for Professional Careers|The High School for Enterprise, Business and Technology",3,"The High School for Enterprise, Business and Technology",1419,850 GRAND STREET,BROOKLYN,-73.938921,40.711134,[Closed] Grand Street Campus,NA,H+H Gotham,NA,NA,"Prevention Intervention Program MH, School-based Health Center w/ Mental Health"
Q263,P.S./I.S. 295,1,P.S./I.S. 295,542,222-14 JAMAICA AVENUE,QUEENS,-73.731398,40.720617,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M855,Eleanor Roosevelt High School,1,Eleanor Roosevelt High School,541,411 EAST 76 STREET,MANHATTAN,-73.953276,40.770288,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K024,P.S. 024,1,P.S. 024,541,427 38 STREET,BROOKLYN,-74.004533,40.652832,PS 024,115,NYU Langone FHC,P.S. 024,1,School-based Health Center w/ Mental Health
Q221,P.S. 221 The North Hills School,1,P.S. 221 The North Hills School,541,57-40 MARATHON PARKWAY,QUEENS,-73.731518,40.758808,NA,NA,NA,NA,NA,NA
Q174,P.S. 174 William Sidney Mount,1,P.S. 174 William Sidney Mount,541,65-10 DIETERLE CRESCENT,QUEENS,-73.861462,40.720583,NA,NA,NA,NA,NA,NA
M199,P.S. 199 Jessie Isador Straus,1,P.S. 199 Jessie Isador Straus,539,270 WEST 70 STREET,MANHATTAN,-73.984423,40.777603,NA,NA,NA,NA,NA,NA
X123,J.H.S. 123 James M. Kieran|The School for Inquiry and Social Justice,2,J.H.S. 123 James M. Kieran,945,1025 MORRISON AVENUE,BRONX,-73.874162,40.824989,James M. Kieran,142,Institute for Family Health,J.H.S. 123 James M. Kieran|The School For Inquiry And Social Justice,2,"Community School MH, School-based Health Center w/ Mental Health"
K136,I.S. 136 Charles O. Dewey|Sunset Park Prep,2,I.S. 136 Charles O. Dewey,981,4004 4 AVENUE,BROOKLYN,-74.007596,40.652127,JHS 136 Campus,159,NYU Langone FHC,I.S. 136 Charles O. Dewey|Sunset Park Prep,2,School-based Health Center w/ Mental Health
Q404,Academy for Careers in Television and Film|Hunters Point Community Middle School,2,Academy for Careers in Television and Film,910,1-50 51ST AVENUE,QUEENS,-73.959183,40.742964,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M017,P.S. 212 Midtown West|Professional Performing Arts High School,2,Professional Performing Arts High School,865,328 WEST 48 STREET,MANHATTAN,-73.988,40.7614,NA,NA,NA,NA,NA,School Mental Health Specialist Program
R008,P.S. 8 Shirlee Solomon,1,P.S. 8 Shirlee Solomon,537,112 LINDENWOOD ROAD,STATEN ISLAND,-74.152212,40.547567,NA,NA,NA,NA,NA,NA
K114,Explore Excel Charter School|P.S. 114 Ryder Elementary,2,Explore Excel Charter School,909,1077 REMSEN AVENUE,BROOKLYN,-73.90788,40.642684,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K038,P.S. 038 The Pacific,1,P.S. 038 The Pacific,534,450 PACIFIC STREET,BROOKLYN,-73.982826,40.684945,NA,NA,NA,NA,NA,NA
Q017,P.S. 017 Henry David Thoreau|The 30th Avenue School (G&T Citywide),2,P.S. 017 Henry David Thoreau,1013,28-37 29 STREET,QUEENS,-73.922544,40.768034,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M131,Emma Lazarus High School|M.S. 131|Pace High School,3,Pace High School,1077,100 HESTER STREET,MANHATTAN,-73.993607,40.716231,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K625,Academy for Health Careers|Pathways in Technology Early College High School (P-Tech),2,Pathways in Technology Early College High School (P-Tech),759,150 ALBANY AVENUE,BROOKLYN,-73.939282,40.675905,NA,NA,NA,NA,NA,NA
X117,I.S. 117 Joseph H. Wade|Young Women's Leadership School of the Bronx,2,Young Women's Leadership School of the Bronx,890,1865 MORRIS AVENUE,BRONX,-73.909022,40.848552,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
Q254,P.S. 254 - The Rosa Parks School,1,P.S. 254 - The Rosa Parks School,529,84-40 101 STREET,QUEENS,-73.847886,40.6972,NA,NA,NA,NA,NA,NA
M057,James Weldon Johnson,1,James Weldon Johnson,527,176 EAST 115 STREET,MANHATTAN,-73.941598,40.797205,James Weldon Johnson,122,Institute for Family Health,James Weldon Johnson,1,School-based Health Center w/ Mental Health
K845,New Voices School of Academic & Creative Arts|P.S. 295,2,New Voices School of Academic & Creative Arts,769,330 18 STREET,BROOKLYN,-73.988743,40.660805,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q146,P.S. 146 Howard Beach,1,P.S. 146 Howard Beach,527,98-01 159 AVENUE,QUEENS,-73.834896,40.660531,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M045,Harlem Village Academy East Charter School|River East Elementary,2,Harlem Village Academy East Charter School,755,2351 FIRST AVENUE,MANHATTAN,-73.93374,40.799265,IS 45 Campus,101,Mount Sinai Pediatrics,Harlem Village Academy East Charter School|River East Elementary,2,School-based Health Center w/ Mental Health
K288,P.S. 288 The Shirley Tanyhill,1,P.S. 288 The Shirley Tanyhill,526,2950 WEST 25 STREET,BROOKLYN,-73.992393,40.574029,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q164,P.S. 164 Queens Valley,1,P.S. 164 Queens Valley,526,138-01 77 AVENUE,QUEENS,-73.823569,40.721514,NA,NA,NA,NA,NA,School Mental Health Specialist Program
XAFR,Bronx Charter School for Children,1,Bronx Charter School for Children,526,388 WILLIS AVENUE,BRONX,-73.919913,40.81264,NA,NA,NA,NA,NA,NA
M520,Manhattan Early College School for Advertising|Murry Bergtraum High School for Business Careers|The Urban Assembly School for Emergency Management|Urban Assembly Maker Academy,4,Urban Assembly Maker Academy,1319,411 PEARL STREET,MANHATTAN,-74.000851,40.711441,Murry Bergtraum HS for Business Careers,500,Institute for Family Health,Manhattan Early College School For Advertising|Murry Bergtraum High School For Business Careers|The Urban Assembly School For Emergency Management|Urban Assembly Maker Academy,4,"Prevention Intervention Program MH, School-based Health Center w/ Mental Health"
K031,P.S. 031 Samuel F. Dupont,1,P.S. 031 Samuel F. Dupont,525,75 MESEROLE AVENUE,BROOKLYN,-73.954139,40.72697,NA,NA,NA,NA,NA,NA
M003,P.S. 003 Charrette School,1,P.S. 003 Charrette School,524,490 HUDSON STREET,MANHATTAN,-74.005949,40.732603,NA,NA,NA,NA,NA,NA
M387,Success Academy Charter School - Washington Heights,1,Success Academy Charter School - Washington Heights,524,701 Fort Washington Avenue,Manhattan,-73.935231,40.85765,NA,NA,NA,NA,NA,NA
K310,The School For Future Leaders,1,The School For Future Leaders,523,942 62 Street,Brooklyn,-74.007533,40.632143,NA,NA,NA,NA,NA,NA
K199,P.S. 199 Frederick Wachtel,1,P.S. 199 Frederick Wachtel,523,1100 ELM AVENUE,BROOKLYN,-73.963026,40.61631,NA,NA,NA,NA,NA,NA
Q520,International High School at LaGuardia Community College|Middle College High School at LaGuardia Community College,2,International High School at LaGuardia Community College,1013,45-35 VAN DAM STREET,QUEENS,-73.933316,40.743253,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K002,Explore Charter School|P.S. K141|Parkside Preparatory Academy,3,Explore Charter School,1222,655 Parkside Avenue,Brooklyn,-73.951575,40.656423,NA,NA,NA,NA,NA,School Mental Health Specialist Program
